ProductKey;ProductName;ProductNew;OrderQuantity;UnitPrice;OrderDate
371;Road-250 Red, 58;;1;2181.5625;14.03.2018
371;Road-250 Red, 58;;1;2181.5625;15.03.2018
371;Road-250 Red, 58;;1;2181.5625;15.03.2018
371;Road-250 Red, 58;;1;2181.5625;19.03.2018
371;Road-250 Red, 58;;1;2181.5625;20.03.2018
371;Road-250 Red, 58;;1;2181.5625;22.03.2018
371;Road-250 Red, 58;;1;2181.5625;23.03.2018
371;Road-250 Red, 58;;1;2181.5625;27.03.2018
371;Road-250 Red, 58;;1;2181.5625;27.03.2018
371;Road-250 Red, 58;;1;2181.5625;27.03.2018
368;Road-250 Red, 44;;1;2443.35;02.01.2018
368;Road-250 Red, 44;;1;2443.35;02.01.2018
368;Road-250 Red, 44;;1;2443.35;04.01.2018
368;Road-250 Red, 44;;1;2443.35;06.01.2018
368;Road-250 Red, 44;;1;2443.35;17.01.2018
368;Road-250 Red, 44;;1;2443.35;18.01.2018
368;Road-250 Red, 44;;1;2443.35;27.01.2018
368;Road-250 Red, 44;;1;2443.35;29.01.2018
368;Road-250 Red, 44;;1;2443.35;01.02.2018
368;Road-250 Red, 44;;1;2443.35;01.02.2018
368;Road-250 Red, 44;;1;2443.35;04.02.2018
368;Road-250 Red, 44;;1;2443.35;04.02.2018
368;Road-250 Red, 44;;1;2443.35;11.02.2018
368;Road-250 Red, 44;;1;2443.35;12.02.2018
368;Road-250 Red, 44;;1;2443.35;14.02.2018
368;Road-250 Red, 44;;1;2443.35;26.02.2018
368;Road-250 Red, 44;;1;2443.35;03.03.2018
368;Road-250 Red, 44;;1;2443.35;11.03.2018
368;Road-250 Red, 44;;1;2443.35;12.03.2018
368;Road-250 Red, 44;;1;2443.35;14.03.2018
368;Road-250 Red, 44;;1;2443.35;14.03.2018
368;Road-250 Red, 44;;1;2443.35;15.03.2018
368;Road-250 Red, 44;;1;2443.35;20.03.2018
368;Road-250 Red, 44;;1;2443.35;22.03.2018
368;Road-250 Red, 44;;1;2443.35;26.03.2018
354;Mountain-200 Silver, 42;;1;2071.4196;02.01.2018
354;Mountain-200 Silver, 42;;1;2071.4196;14.01.2018
354;Mountain-200 Silver, 42;;1;2071.4196;14.01.2018
354;Mountain-200 Silver, 42;;1;2071.4196;16.01.2018
354;Mountain-200 Silver, 42;;1;2071.4196;22.01.2018
354;Mountain-200 Silver, 42;;1;2071.4196;26.01.2018
354;Mountain-200 Silver, 42;;1;2071.4196;29.01.2018
354;Mountain-200 Silver, 42;;1;2071.4196;29.01.2018
354;Mountain-200 Silver, 42;;1;2071.4196;31.01.2018
354;Mountain-200 Silver, 42;;1;2071.4196;05.02.2018
354;Mountain-200 Silver, 42;;1;2071.4196;05.02.2018
354;Mountain-200 Silver, 42;;1;2071.4196;06.02.2018
354;Mountain-200 Silver, 42;;1;2071.4196;08.02.2018
354;Mountain-200 Silver, 42;;1;2071.4196;10.02.2018
354;Mountain-200 Silver, 42;;1;2071.4196;16.02.2018
354;Mountain-200 Silver, 42;;1;2071.4196;26.02.2018
354;Mountain-200 Silver, 42;;1;2071.4196;28.02.2018
354;Mountain-200 Silver, 42;;1;2071.4196;04.03.2018
354;Mountain-200 Silver, 42;;1;2071.4196;05.03.2018
354;Mountain-200 Silver, 42;;1;2071.4196;10.03.2018
354;Mountain-200 Silver, 42;;1;2071.4196;12.03.2018
354;Mountain-200 Silver, 42;;1;2071.4196;13.03.2018
354;Mountain-200 Silver, 42;;1;2071.4196;14.03.2018
354;Mountain-200 Silver, 42;;1;2071.4196;16.03.2018
354;Mountain-200 Silver, 42;;1;2071.4196;16.03.2018
354;Mountain-200 Silver, 42;;1;2071.4196;23.03.2018
362;Mountain-200 Black, 46;;1;2049.0982;02.01.2018
362;Mountain-200 Black, 46;;1;2049.0982;03.01.2018
362;Mountain-200 Black, 46;;1;2049.0982;06.01.2018
362;Mountain-200 Black, 46;;1;2049.0982;09.01.2018
362;Mountain-200 Black, 46;;1;2049.0982;15.01.2018
362;Mountain-200 Black, 46;;1;2049.0982;19.01.2018
362;Mountain-200 Black, 46;;1;2049.0982;20.01.2018
362;Mountain-200 Black, 46;;1;2049.0982;02.02.2018
362;Mountain-200 Black, 46;;1;2049.0982;03.02.2018
362;Mountain-200 Black, 46;;1;2049.0982;05.02.2018
362;Mountain-200 Black, 46;;1;2049.0982;05.02.2018
362;Mountain-200 Black, 46;;1;2049.0982;10.02.2018
362;Mountain-200 Black, 46;;1;2049.0982;11.02.2018
362;Mountain-200 Black, 46;;1;2049.0982;12.02.2018
362;Mountain-200 Black, 46;;1;2049.0982;17.02.2018
362;Mountain-200 Black, 46;;1;2049.0982;28.02.2018
362;Mountain-200 Black, 46;;1;2049.0982;28.02.2018
362;Mountain-200 Black, 46;;1;2049.0982;01.03.2018
362;Mountain-200 Black, 46;;1;2049.0982;01.03.2018
362;Mountain-200 Black, 46;;1;2049.0982;03.03.2018
362;Mountain-200 Black, 46;;1;2049.0982;10.03.2018
362;Mountain-200 Black, 46;;1;2049.0982;11.03.2018
362;Mountain-200 Black, 46;;1;2049.0982;14.03.2018
362;Mountain-200 Black, 46;;1;2049.0982;20.03.2018
362;Mountain-200 Black, 46;;1;2049.0982;24.03.2018
362;Mountain-200 Black, 46;;1;2049.0982;25.03.2018
362;Mountain-200 Black, 46;;1;2049.0982;25.03.2018
362;Mountain-200 Black, 46;;1;2049.0982;26.03.2018
379;Road-250 Black, 58;;1;2181.5625;03.01.2018
379;Road-250 Black, 58;;1;2181.5625;05.01.2018
379;Road-250 Black, 58;;1;2181.5625;05.01.2018
379;Road-250 Black, 58;;1;2181.5625;07.01.2018
379;Road-250 Black, 58;;1;2181.5625;08.01.2018
379;Road-250 Black, 58;;1;2181.5625;10.01.2018
379;Road-250 Black, 58;;1;2181.5625;10.01.2018
379;Road-250 Black, 58;;1;2181.5625;12.01.2018
379;Road-250 Black, 58;;1;2181.5625;22.01.2018
379;Road-250 Black, 58;;1;2181.5625;23.01.2018
379;Road-250 Black, 58;;1;2181.5625;26.01.2018
379;Road-250 Black, 58;;1;2181.5625;28.01.2018
379;Road-250 Black, 58;;1;2181.5625;29.01.2018
379;Road-250 Black, 58;;1;2181.5625;30.01.2018
379;Road-250 Black, 58;;1;2181.5625;30.01.2018
379;Road-250 Black, 58;;1;2181.5625;30.01.2018
379;Road-250 Black, 58;;1;2181.5625;06.02.2018
379;Road-250 Black, 58;;1;2181.5625;07.02.2018
379;Road-250 Black, 58;;1;2181.5625;08.02.2018
379;Road-250 Black, 58;;1;2181.5625;13.02.2018
379;Road-250 Black, 58;;1;2181.5625;13.02.2018
379;Road-250 Black, 58;;1;2181.5625;20.02.2018
379;Road-250 Black, 58;;1;2181.5625;06.03.2018
379;Road-250 Black, 58;;1;2181.5625;07.03.2018
379;Road-250 Black, 58;;1;2181.5625;15.03.2018
379;Road-250 Black, 58;;1;2181.5625;21.03.2018
379;Road-250 Black, 58;;1;2181.5625;21.03.2018
379;Road-250 Black, 58;;1;2181.5625;23.03.2018
379;Road-250 Black, 58;;1;2181.5625;23.03.2018
379;Road-250 Black, 58;;1;2181.5625;23.03.2018
379;Road-250 Black, 58;;1;2181.5625;27.03.2018
379;Road-250 Black, 58;;1;2181.5625;27.03.2018
377;Road-250 Black, 52;;1;2181.5625;03.01.2018
377;Road-250 Black, 52;;1;2181.5625;04.01.2018
377;Road-250 Black, 52;;1;2181.5625;05.01.2018
377;Road-250 Black, 52;;1;2181.5625;06.01.2018
377;Road-250 Black, 52;;1;2181.5625;06.01.2018
377;Road-250 Black, 52;;1;2181.5625;12.01.2018
377;Road-250 Black, 52;;1;2181.5625;13.01.2018
377;Road-250 Black, 52;;1;2181.5625;18.01.2018
377;Road-250 Black, 52;;1;2181.5625;18.01.2018
377;Road-250 Black, 52;;1;2181.5625;21.01.2018
377;Road-250 Black, 52;;1;2181.5625;25.01.2018
377;Road-250 Black, 52;;1;2181.5625;26.01.2018
377;Road-250 Black, 52;;1;2181.5625;31.01.2018
377;Road-250 Black, 52;;1;2181.5625;09.02.2018
377;Road-250 Black, 52;;1;2181.5625;10.02.2018
377;Road-250 Black, 52;;1;2181.5625;11.02.2018
377;Road-250 Black, 52;;1;2181.5625;13.02.2018
377;Road-250 Black, 52;;1;2181.5625;14.02.2018
377;Road-250 Black, 52;;1;2181.5625;14.02.2018
377;Road-250 Black, 52;;1;2181.5625;17.02.2018
377;Road-250 Black, 52;;1;2181.5625;18.02.2018
377;Road-250 Black, 52;;1;2181.5625;19.02.2018
377;Road-250 Black, 52;;1;2181.5625;19.02.2018
377;Road-250 Black, 52;;1;2181.5625;21.02.2018
377;Road-250 Black, 52;;1;2181.5625;24.02.2018
377;Road-250 Black, 52;;1;2181.5625;24.02.2018
377;Road-250 Black, 52;;1;2181.5625;25.02.2018
377;Road-250 Black, 52;;1;2181.5625;26.02.2018
377;Road-250 Black, 52;;1;2181.5625;28.02.2018
377;Road-250 Black, 52;;1;2181.5625;01.03.2018
377;Road-250 Black, 52;;1;2181.5625;01.03.2018
377;Road-250 Black, 52;;1;2181.5625;04.03.2018
377;Road-250 Black, 52;;1;2181.5625;07.03.2018
377;Road-250 Black, 52;;1;2181.5625;08.03.2018
377;Road-250 Black, 52;;1;2181.5625;20.03.2018
377;Road-250 Black, 52;;1;2181.5625;20.03.2018
377;Road-250 Black, 52;;1;2181.5625;21.03.2018
377;Road-250 Black, 52;;1;2181.5625;23.03.2018
377;Road-250 Black, 52;;1;2181.5625;23.03.2018
377;Road-250 Black, 52;;1;2181.5625;23.03.2018
377;Road-250 Black, 52;;1;2181.5625;23.03.2018
377;Road-250 Black, 52;;1;2181.5625;23.03.2018
377;Road-250 Black, 52;;1;2181.5625;25.03.2018
377;Road-250 Black, 52;;1;2181.5625;27.03.2018
370;Road-250 Red, 52;;1;2443.35;03.01.2018
370;Road-250 Red, 52;;1;2443.35;06.01.2018
370;Road-250 Red, 52;;1;2443.35;14.01.2018
370;Road-250 Red, 52;;1;2443.35;14.01.2018
370;Road-250 Red, 52;;1;2443.35;18.01.2018
370;Road-250 Red, 52;;1;2443.35;27.01.2018
370;Road-250 Red, 52;;1;2443.35;30.01.2018
370;Road-250 Red, 52;;1;2443.35;01.02.2018
370;Road-250 Red, 52;;1;2443.35;01.02.2018
370;Road-250 Red, 52;;1;2443.35;08.02.2018
370;Road-250 Red, 52;;1;2443.35;09.02.2018
370;Road-250 Red, 52;;1;2443.35;15.02.2018
370;Road-250 Red, 52;;1;2443.35;17.02.2018
370;Road-250 Red, 52;;1;2443.35;19.02.2018
370;Road-250 Red, 52;;1;2443.35;21.02.2018
370;Road-250 Red, 52;;1;2443.35;27.02.2018
370;Road-250 Red, 52;;1;2443.35;28.02.2018
370;Road-250 Red, 52;;1;2443.35;04.03.2018
370;Road-250 Red, 52;;1;2443.35;05.03.2018
370;Road-250 Red, 52;;1;2443.35;06.03.2018
370;Road-250 Red, 52;;1;2443.35;10.03.2018
370;Road-250 Red, 52;;1;2443.35;16.03.2018
370;Road-250 Red, 52;;1;2443.35;18.03.2018
370;Road-250 Red, 52;;1;2443.35;18.03.2018
370;Road-250 Red, 52;;1;2443.35;19.03.2018
370;Road-250 Red, 52;;1;2443.35;21.03.2018
370;Road-250 Red, 52;;1;2443.35;25.03.2018
325;Road-650 Red, 62;;1;782.99;04.01.2018
325;Road-650 Red, 62;;1;782.99;08.01.2018
325;Road-650 Red, 62;;1;782.99;18.01.2018
325;Road-650 Red, 62;;1;782.99;20.01.2018
325;Road-650 Red, 62;;1;782.99;23.01.2018
325;Road-650 Red, 62;;1;782.99;25.01.2018
325;Road-650 Red, 62;;1;782.99;31.01.2018
325;Road-650 Red, 62;;1;782.99;15.02.2018
325;Road-650 Red, 62;;1;782.99;24.02.2018
325;Road-650 Red, 62;;1;782.99;07.03.2018
325;Road-650 Red, 62;;1;782.99;11.03.2018
325;Road-650 Red, 62;;1;782.99;11.03.2018
325;Road-650 Red, 62;;1;782.99;17.03.2018
325;Road-650 Red, 62;;1;782.99;18.03.2018
325;Road-650 Red, 62;;1;782.99;19.03.2018
325;Road-650 Red, 62;;1;782.99;24.03.2018
321;Road-650 Red, 58;;1;782.99;04.01.2018
321;Road-650 Red, 58;;1;782.99;13.01.2018
321;Road-650 Red, 58;;1;782.99;16.01.2018
321;Road-650 Red, 58;;1;782.99;01.02.2018
321;Road-650 Red, 58;;1;782.99;03.02.2018
321;Road-650 Red, 58;;1;782.99;04.02.2018
321;Road-650 Red, 58;;1;782.99;05.02.2018
321;Road-650 Red, 58;;1;782.99;16.02.2018
321;Road-650 Red, 58;;1;782.99;23.02.2018
321;Road-650 Red, 58;;1;782.99;23.02.2018
321;Road-650 Red, 58;;1;782.99;10.03.2018
321;Road-650 Red, 58;;1;782.99;14.03.2018
321;Road-650 Red, 58;;1;782.99;17.03.2018
321;Road-650 Red, 58;;1;782.99;17.03.2018
321;Road-650 Red, 58;;1;782.99;22.03.2018
356;Mountain-200 Silver, 46;;1;2071.4196;04.01.2018
356;Mountain-200 Silver, 46;;1;2071.4196;08.01.2018
356;Mountain-200 Silver, 46;;1;2071.4196;12.01.2018
356;Mountain-200 Silver, 46;;1;2071.4196;14.01.2018
356;Mountain-200 Silver, 46;;1;2071.4196;17.01.2018
356;Mountain-200 Silver, 46;;1;2071.4196;19.01.2018
356;Mountain-200 Silver, 46;;1;2071.4196;24.01.2018
356;Mountain-200 Silver, 46;;1;2071.4196;26.01.2018
356;Mountain-200 Silver, 46;;1;2071.4196;27.01.2018
356;Mountain-200 Silver, 46;;1;2071.4196;03.02.2018
356;Mountain-200 Silver, 46;;1;2071.4196;03.02.2018
356;Mountain-200 Silver, 46;;1;2071.4196;06.02.2018
356;Mountain-200 Silver, 46;;1;2071.4196;08.02.2018
356;Mountain-200 Silver, 46;;1;2071.4196;11.02.2018
356;Mountain-200 Silver, 46;;1;2071.4196;16.02.2018
356;Mountain-200 Silver, 46;;1;2071.4196;17.02.2018
356;Mountain-200 Silver, 46;;1;2071.4196;17.02.2018
356;Mountain-200 Silver, 46;;1;2071.4196;20.02.2018
356;Mountain-200 Silver, 46;;1;2071.4196;21.02.2018
356;Mountain-200 Silver, 46;;1;2071.4196;09.03.2018
356;Mountain-200 Silver, 46;;1;2071.4196;10.03.2018
356;Mountain-200 Silver, 46;;1;2071.4196;15.03.2018
356;Mountain-200 Silver, 46;;1;2071.4196;19.03.2018
356;Mountain-200 Silver, 46;;1;2071.4196;21.03.2018
356;Mountain-200 Silver, 46;;1;2071.4196;22.03.2018
356;Mountain-200 Silver, 46;;1;2071.4196;27.03.2018
389;Road-550-W Yellow, 48;;1;1000.4375;05.01.2018
389;Road-550-W Yellow, 48;;1;1000.4375;07.01.2018
389;Road-550-W Yellow, 48;;1;1000.4375;10.01.2018
389;Road-550-W Yellow, 48;;1;1000.4375;11.01.2018
389;Road-550-W Yellow, 48;;1;1000.4375;11.01.2018
389;Road-550-W Yellow, 48;;1;1000.4375;17.01.2018
389;Road-550-W Yellow, 48;;1;1000.4375;22.01.2018
389;Road-550-W Yellow, 48;;1;1000.4375;09.02.2018
389;Road-550-W Yellow, 48;;1;1000.4375;10.02.2018
389;Road-550-W Yellow, 48;;1;1000.4375;18.02.2018
389;Road-550-W Yellow, 48;;1;1000.4375;21.02.2018
389;Road-550-W Yellow, 48;;1;1000.4375;25.02.2018
389;Road-550-W Yellow, 48;;1;1000.4375;02.03.2018
389;Road-550-W Yellow, 48;;1;1000.4375;09.03.2018
389;Road-550-W Yellow, 48;;1;1000.4375;17.03.2018
389;Road-550-W Yellow, 48;;1;1000.4375;23.03.2018
389;Road-550-W Yellow, 48;;1;1000.4375;24.03.2018
389;Road-550-W Yellow, 48;;1;1000.4375;25.03.2018
389;Road-550-W Yellow, 48;;1;1000.4375;25.03.2018
389;Road-550-W Yellow, 48;;1;1000.4375;27.03.2018
375;Road-250 Black, 48;;1;2181.5625;05.01.2018
375;Road-250 Black, 48;;1;2181.5625;07.01.2018
375;Road-250 Black, 48;;1;2181.5625;10.01.2018
375;Road-250 Black, 48;;1;2181.5625;11.01.2018
375;Road-250 Black, 48;;1;2181.5625;17.01.2018
375;Road-250 Black, 48;;1;2181.5625;17.01.2018
375;Road-250 Black, 48;;1;2181.5625;19.01.2018
375;Road-250 Black, 48;;1;2181.5625;20.01.2018
375;Road-250 Black, 48;;1;2181.5625;22.01.2018
375;Road-250 Black, 48;;1;2181.5625;26.01.2018
375;Road-250 Black, 48;;1;2181.5625;28.01.2018
375;Road-250 Black, 48;;1;2181.5625;31.01.2018
375;Road-250 Black, 48;;1;2181.5625;02.02.2018
375;Road-250 Black, 48;;1;2181.5625;07.02.2018
375;Road-250 Black, 48;;1;2181.5625;08.02.2018
375;Road-250 Black, 48;;1;2181.5625;15.02.2018
375;Road-250 Black, 48;;1;2181.5625;02.03.2018
375;Road-250 Black, 48;;1;2181.5625;04.03.2018
375;Road-250 Black, 48;;1;2181.5625;12.03.2018
375;Road-250 Black, 48;;1;2181.5625;21.03.2018
375;Road-250 Black, 48;;1;2181.5625;21.03.2018
375;Road-250 Black, 48;;1;2181.5625;25.03.2018
375;Road-250 Black, 48;;1;2181.5625;27.03.2018
375;Road-250 Black, 48;;1;2181.5625;27.03.2018
352;Mountain-200 Silver, 38;;1;2071.4196;06.01.2018
352;Mountain-200 Silver, 38;;1;2071.4196;06.01.2018
352;Mountain-200 Silver, 38;;1;2071.4196;11.01.2018
352;Mountain-200 Silver, 38;;1;2071.4196;12.01.2018
352;Mountain-200 Silver, 38;;1;2071.4196;14.01.2018
352;Mountain-200 Silver, 38;;1;2071.4196;17.01.2018
352;Mountain-200 Silver, 38;;1;2071.4196;21.01.2018
352;Mountain-200 Silver, 38;;1;2071.4196;23.01.2018
352;Mountain-200 Silver, 38;;1;2071.4196;25.01.2018
352;Mountain-200 Silver, 38;;1;2071.4196;31.01.2018
352;Mountain-200 Silver, 38;;1;2071.4196;31.01.2018
352;Mountain-200 Silver, 38;;1;2071.4196;31.01.2018
352;Mountain-200 Silver, 38;;1;2071.4196;01.02.2018
352;Mountain-200 Silver, 38;;1;2071.4196;06.02.2018
352;Mountain-200 Silver, 38;;1;2071.4196;06.02.2018
352;Mountain-200 Silver, 38;;1;2071.4196;06.02.2018
352;Mountain-200 Silver, 38;;1;2071.4196;08.02.2018
352;Mountain-200 Silver, 38;;1;2071.4196;11.02.2018
352;Mountain-200 Silver, 38;;1;2071.4196;25.02.2018
352;Mountain-200 Silver, 38;;1;2071.4196;26.02.2018
352;Mountain-200 Silver, 38;;1;2071.4196;27.02.2018
352;Mountain-200 Silver, 38;;1;2071.4196;01.03.2018
352;Mountain-200 Silver, 38;;1;2071.4196;06.03.2018
352;Mountain-200 Silver, 38;;1;2071.4196;08.03.2018
352;Mountain-200 Silver, 38;;1;2071.4196;10.03.2018
352;Mountain-200 Silver, 38;;1;2071.4196;22.03.2018
352;Mountain-200 Silver, 38;;1;2071.4196;23.03.2018
352;Mountain-200 Silver, 38;;1;2071.4196;25.03.2018
369;Road-250 Red, 48;;1;2443.35;06.01.2018
369;Road-250 Red, 48;;1;2443.35;09.01.2018
369;Road-250 Red, 48;;1;2443.35;12.01.2018
369;Road-250 Red, 48;;1;2443.35;13.01.2018
369;Road-250 Red, 48;;1;2443.35;14.01.2018
369;Road-250 Red, 48;;1;2443.35;19.01.2018
369;Road-250 Red, 48;;1;2443.35;21.01.2018
369;Road-250 Red, 48;;1;2443.35;21.01.2018
369;Road-250 Red, 48;;1;2443.35;25.01.2018
369;Road-250 Red, 48;;1;2443.35;25.01.2018
369;Road-250 Red, 48;;1;2443.35;29.01.2018
369;Road-250 Red, 48;;1;2443.35;31.01.2018
369;Road-250 Red, 48;;1;2443.35;02.02.2018
369;Road-250 Red, 48;;1;2443.35;04.02.2018
369;Road-250 Red, 48;;1;2443.35;11.02.2018
369;Road-250 Red, 48;;1;2443.35;17.02.2018
369;Road-250 Red, 48;;1;2443.35;17.02.2018
369;Road-250 Red, 48;;1;2443.35;17.02.2018
369;Road-250 Red, 48;;1;2443.35;17.02.2018
369;Road-250 Red, 48;;1;2443.35;18.02.2018
369;Road-250 Red, 48;;1;2443.35;19.02.2018
369;Road-250 Red, 48;;1;2443.35;20.02.2018
369;Road-250 Red, 48;;1;2443.35;22.02.2018
369;Road-250 Red, 48;;1;2443.35;24.02.2018
369;Road-250 Red, 48;;1;2443.35;24.02.2018
369;Road-250 Red, 48;;1;2443.35;01.03.2018
369;Road-250 Red, 48;;1;2443.35;02.03.2018
369;Road-250 Red, 48;;1;2443.35;04.03.2018
369;Road-250 Red, 48;;1;2443.35;06.03.2018
369;Road-250 Red, 48;;1;2443.35;08.03.2018
369;Road-250 Red, 48;;1;2443.35;17.03.2018
369;Road-250 Red, 48;;1;2443.35;18.03.2018
369;Road-250 Red, 48;;1;2443.35;19.03.2018
369;Road-250 Red, 48;;1;2443.35;22.03.2018
373;Road-250 Black, 44;;1;2181.5625;07.01.2018
373;Road-250 Black, 44;;1;2181.5625;09.01.2018
373;Road-250 Black, 44;;1;2181.5625;09.01.2018
373;Road-250 Black, 44;;1;2181.5625;30.01.2018
373;Road-250 Black, 44;;1;2181.5625;02.02.2018
373;Road-250 Black, 44;;1;2181.5625;06.02.2018
373;Road-250 Black, 44;;1;2181.5625;07.02.2018
373;Road-250 Black, 44;;1;2181.5625;09.02.2018
373;Road-250 Black, 44;;1;2181.5625;11.02.2018
373;Road-250 Black, 44;;1;2181.5625;15.02.2018
373;Road-250 Black, 44;;1;2181.5625;15.02.2018
373;Road-250 Black, 44;;1;2181.5625;27.02.2018
373;Road-250 Black, 44;;1;2181.5625;03.03.2018
